month,year,value,parameter,value_std
Jul,2008,159,RSS3_LOW_PREV,2.2781006891
Aug,2008,162,RSS3_LOW_PREV,2.3081334801
Sep,2008,197,RSS3_LOW_PREV,2.6585160424
Oct,2008,210,RSS3_LOW_PREV,2.788658137
Nov,2008,218,RSS3_LOW_PREV,2.8687455798
Dec,2008,241.8,RSS3_LOW_PREV,3.1070057222
Jan,2009,268.5,RSS3_LOW_PREV,3.3742975626
Feb,2009,288,RSS3_LOW_PREV,3.5695107045
Mar,2009,296,RSS3_LOW_PREV,3.6495981473
Apr,2009,322,RSS3_LOW_PREV,3.9098823364
May,2009,355,RSS3_LOW_PREV,4.2402430381
Jun,2009,330,RSS3_LOW_PREV,3.9899697793
Jul,2009,335,RSS3_LOW_PREV,4.040024431
Aug,2009,310,RSS3_LOW_PREV,3.7897511722
Sep,2009,320,RSS3_LOW_PREV,3.8898604757
Oct,2009,340,RSS3_LOW_PREV,4.0900790828
Nov,2009,367,RSS3_LOW_PREV,4.3603742023
Dec,2009,402,RSS3_LOW_PREV,4.7107567646
Jan,2010,447.7,RSS3_LOW_PREV,5.1682562817
Feb,2010,502,RSS3_LOW_PREV,5.7118497998
Mar,2010,577,RSS3_LOW_PREV,6.4626695762
Apr,2010,430,RSS3_LOW_PREV,4.9910628145
May,2010,545,RSS3_LOW_PREV,6.142319805
Jun,2010,495,RSS3_LOW_PREV,5.6417732874
Jul,2010,439,RSS3_LOW_PREV,5.0811611876
Aug,2010,456.5,RSS3_LOW_PREV,5.2563524688
Sep,2010,457,RSS3_LOW_PREV,5.261357934
Oct,2010,405,RSS3_LOW_PREV,4.7407895557
Nov,2010,380,RSS3_LOW_PREV,4.4905162969
Dec,2010,306.5,RSS3_LOW_PREV,3.754712916
Jan,2011,324,RSS3_LOW_PREV,3.9299041971
Feb,2011,326.5,RSS3_LOW_PREV,3.954931523
Mar,2011,392,RSS3_LOW_PREV,4.6106474611
Apr,2011,384,RSS3_LOW_PREV,4.5305600183
May,2011,376,RSS3_LOW_PREV,4.4504725755
Jun,2011,350,RSS3_LOW_PREV,4.1901883863
Jul,2011,300,RSS3_LOW_PREV,3.6896418687
Aug,2011,294,RSS3_LOW_PREV,3.6295762866
Sep,2011,260,RSS3_LOW_PREV,3.2892046546
Oct,2011,277,RSS3_LOW_PREV,3.4593904706
Nov,2011,301,RSS3_LOW_PREV,3.6996527991
Dec,2011,290,RSS3_LOW_PREV,3.5895325652
Jan,2012,299.2,RSS3_LOW_PREV,3.6816331244
Feb,2012,325,RSS3_LOW_PREV,3.9399151275
Mar,2012,298,RSS3_LOW_PREV,3.669620008
Apr,2012,286,RSS3_LOW_PREV,3.5494888438
May,2012,271,RSS3_LOW_PREV,3.3993248885
Jun,2012,288,RSS3_LOW_PREV,3.5695107045
Jul,2012,267,RSS3_LOW_PREV,3.3592811671
Aug,2012,242.2,RSS3_LOW_PREV,3.1110100943
Sep,2012,241.5,RSS3_LOW_PREV,3.1040024431
Oct,2012,252,RSS3_LOW_PREV,3.2091172118
Nov,2012,247,RSS3_LOW_PREV,3.15906256
Dec,2012,245,RSS3_LOW_PREV,3.1390406993
Jan,2013,249,RSS3_LOW_PREV,3.1790844207
Feb,2013,214,RSS3_LOW_PREV,2.8287018584
Mar,2013,199,RSS3_LOW_PREV,2.6785379031
Apr,2013,220.5,RSS3_LOW_PREV,2.8937729057
May,2013,203,RSS3_LOW_PREV,2.7185816245
Jun,2013,198.5,RSS3_LOW_PREV,2.673532438
Jul,2013,197.2,RSS3_LOW_PREV,2.6605182285
Aug,2013,195,RSS3_LOW_PREV,2.6384941817
Sep,2013,176,RSS3_LOW_PREV,2.448286505
Oct,2013,151,RSS3_LOW_PREV,2.1980132462
Nov,2013,148.3,RSS3_LOW_PREV,2.1709837343
Dec,2013,157,RSS3_LOW_PREV,2.2580788284
Jan,2014,148,RSS3_LOW_PREV,2.1679804552
Feb,2014,158.5,RSS3_LOW_PREV,2.2730952239
Mar,2014,171,RSS3_LOW_PREV,2.3982318533
Apr,2014,168.5,RSS3_LOW_PREV,2.3732045274
May,2014,163.5,RSS3_LOW_PREV,2.3231498756
Jun,2014,179,RSS3_LOW_PREV,2.4783192961
Jul,2014,166,RSS3_LOW_PREV,2.3481772015
Aug,2014,156.5,RSS3_LOW_PREV,2.2530733632
Sep,2014,129.1,RSS3_LOW_PREV,1.9787738715
Oct,2014,126.1,RSS3_LOW_PREV,1.9487410805
Nov,2014,122.2,RSS3_LOW_PREV,1.9096984521
Dec,2014,119,RSS3_LOW_PREV,1.877663475
Jan,2015,117,RSS3_LOW_PREV,1.8576416143
Feb,2015,110,RSS3_LOW_PREV,1.7875651018
Mar,2015,121,RSS3_LOW_PREV,1.8976853357
Apr,2015,130.2,RSS3_LOW_PREV,1.9897858949
May,2015,153.5,RSS3_LOW_PREV,2.2230405721
Jun,2015,147.7,RSS3_LOW_PREV,2.1649771761
Jul,2015,143,RSS3_LOW_PREV,2.1179258034
Aug,2015,148,RSS3_LOW_PREV,2.1679804552
Sep,2015,156,RSS3_LOW_PREV,2.248067898
Oct,2015,154,RSS3_LOW_PREV,2.2280460373
Nov,2015,160,RSS3_LOW_PREV,2.2881116194
Dec,2015,168.5,RSS3_LOW_PREV,2.3732045274
Jan,2016,199,RSS3_LOW_PREV,2.6785379031
Feb,2016,225,RSS3_LOW_PREV,2.9388220923
Mar,2016,234,RSS3_LOW_PREV,3.0289204655
Apr,2016,223,RSS3_LOW_PREV,2.9188002316
May,2016,204,RSS3_LOW_PREV,2.7285925549
Jun,2016,196,RSS3_LOW_PREV,2.6485051121
Jul,2016,165,RSS3_LOW_PREV,2.3381662712
Aug,2016,165,RSS3_LOW_PREV,2.3381662712
Sep,2016,172,RSS3_LOW_PREV,2.4082427836
Oct,2016,164,RSS3_LOW_PREV,2.3281553408
Nov,2016,145,RSS3_LOW_PREV,2.1379476641
Dec,2016,145.5,RSS3_LOW_PREV,2.1429531293
Jan,2017,156,RSS3_LOW_PREV,2.248067898
Feb,2017,164,RSS3_LOW_PREV,2.3281553408
Mar,2017,165,RSS3_LOW_PREV,2.3381662712
Apr,2017,162,RSS3_LOW_PREV,2.3081334801
May,2017,162,RSS3_LOW_PREV,2.3081334801
Jun,2017,162.1,RSS3_LOW_PREV,2.3091345731
Jul,2017,144.5,RSS3_LOW_PREV,2.132942199
Aug,2017,142.1,RSS3_LOW_PREV,2.1089159661
Sep,2017,144,RSS3_LOW_PREV,2.1279367338
Oct,2017,139,RSS3_LOW_PREV,2.077882082
Nov,2017,138,RSS3_LOW_PREV,2.0678711517
Dec,2017,128.5,RSS3_LOW_PREV,1.9727673133
Jan,2018,135.5,RSS3_LOW_PREV,2.0428438258
Feb,2018,149.5,RSS3_LOW_PREV,2.1829968507
Mar,2018,155,RSS3_LOW_PREV,2.2380569676
Apr,2018,163.5,RSS3_LOW_PREV,2.3231498756
May,2018,164.5,RSS3_LOW_PREV,2.333160806
Jun,2018,171,RSS3_LOW_PREV,2.3982318533
Jul,2018,185,RSS3_LOW_PREV,2.5383848782
Aug,2018,160,RSS3_LOW_PREV,2.2881116194
Sep,2018,145,RSS3_LOW_PREV,2.1379476641
Oct,2018,145.8,RSS3_LOW_PREV,2.1459564084
Nov,2018,137,RSS3_LOW_PREV,2.0578602213
Dec,2018,145.2,RSS3_LOW_PREV,2.1399498502
Jan,2007,2.77,RSS3_VOLUME_PREV,3.2703245996
Feb,2007,14,RSS3_VOLUME_PREV,6.2630494342
Mar,2007,19.9,RSS3_VOLUME_PREV,7.8353625707
Apr,2007,10.62,RSS3_VOLUME_PREV,5.3623005525
May,2007,13.72,RSS3_VOLUME_PREV,6.1884311836
Jun,2007,8.14,RSS3_VOLUME_PREV,4.7013960477
Jul,2007,16.3,RSS3_VOLUME_PREV,6.8759850637
Aug,2007,23.24,RSS3_VOLUME_PREV,8.7254517023
Sep,2007,21.58,RSS3_VOLUME_PREV,8.283072074
Oct,2007,9.14,RSS3_VOLUME_PREV,4.9678897996
Nov,2007,1.28,RSS3_VOLUME_PREV,2.8732489092
Dec,2007,1.07,RSS3_VOLUME_PREV,2.8172852213
Jan,2008,1.49,RSS3_VOLUME_PREV,2.9292125971
Feb,2008,1.42,RSS3_VOLUME_PREV,2.9105580345
Mar,2008,1.58,RSS3_VOLUME_PREV,2.9531970348
Apr,2008,1.63,RSS3_VOLUME_PREV,2.9665217224
May,2008,1.22,RSS3_VOLUME_PREV,2.8572592841
Jun,2008,1,RSS3_VOLUME_PREV,2.7986306587
Jul,2008,1.63,RSS3_VOLUME_PREV,2.9665217224
Aug,2008,1.61,RSS3_VOLUME_PREV,2.9611918474
Sep,2008,1.39,RSS3_VOLUME_PREV,2.9025632219
Oct,2008,0.53,RSS3_VOLUME_PREV,2.6733785953
Nov,2008,1.29,RSS3_VOLUME_PREV,2.8759138467
Dec,2008,1.27,RSS3_VOLUME_PREV,2.8705839717
Jan,2009,0.94,RSS3_VOLUME_PREV,2.7826410336
Feb,2009,0.83,RSS3_VOLUME_PREV,2.7533267208
Mar,2009,0.98,RSS3_VOLUME_PREV,2.7933007836
Apr,2009,0.68,RSS3_VOLUME_PREV,2.713352658
May,2009,0.45,RSS3_VOLUME_PREV,2.6520590951
Jun,2009,0.58,RSS3_VOLUME_PREV,2.6867032829
Jul,2009,0.61,RSS3_VOLUME_PREV,2.6946980954
Aug,2009,0.78,RSS3_VOLUME_PREV,2.7400020332
Sep,2009,1.39,RSS3_VOLUME_PREV,2.9025632219
Oct,2009,0.57,RSS3_VOLUME_PREV,2.6840383453
Nov,2009,0.65,RSS3_VOLUME_PREV,2.7053578455
Dec,2009,0.69,RSS3_VOLUME_PREV,2.7160175956
Jan,2010,0.64,RSS3_VOLUME_PREV,2.702692908
Feb,2010,0.42,RSS3_VOLUME_PREV,2.6440642825
Mar,2010,0.45,RSS3_VOLUME_PREV,2.6520590951
Apr,2010,0.66,RSS3_VOLUME_PREV,2.708022783
May,2010,0.13,RSS3_VOLUME_PREV,2.5667810945
Jun,2010,0.55,RSS3_VOLUME_PREV,2.6787084703
Jul,2010,0.1,RSS3_VOLUME_PREV,2.5587862819
Aug,2010,0.35,RSS3_VOLUME_PREV,2.6254097199
Sep,2010,0.42,RSS3_VOLUME_PREV,2.6440642825
Oct,2010,0.41,RSS3_VOLUME_PREV,2.641399345
Nov,2010,0.4,RSS3_VOLUME_PREV,2.6387344075
Dec,2010,0.63,RSS3_VOLUME_PREV,2.7000279704
Jan,2011,0.2,RSS3_VOLUME_PREV,2.5854356571
Feb,2011,0.18,RSS3_VOLUME_PREV,2.5801057821
Mar,2011,0.37,RSS3_VOLUME_PREV,2.6307395949
Apr,2011,0.24,RSS3_VOLUME_PREV,2.5960954072
May,2011,0.24,RSS3_VOLUME_PREV,2.5960954072
Jun,2011,0.19,RSS3_VOLUME_PREV,2.5827707196
Jul,2011,0.37,RSS3_VOLUME_PREV,2.6307395949
Aug,2011,0.52,RSS3_VOLUME_PREV,2.6707136577
Sep,2011,0.66,RSS3_VOLUME_PREV,2.708022783
Oct,2011,0.49,RSS3_VOLUME_PREV,2.6627188452
Nov,2011,0.33,RSS3_VOLUME_PREV,2.6200798449
Dec,2011,0.37,RSS3_VOLUME_PREV,2.6307395949
Jan,2012,0.3,RSS3_VOLUME_PREV,2.6120850323
Feb,2012,0.16,RSS3_VOLUME_PREV,2.574775907
Mar,2012,0.26,RSS3_VOLUME_PREV,2.6014252822
Apr,2012,0.31,RSS3_VOLUME_PREV,2.6147499698
May,2012,0.41,RSS3_VOLUME_PREV,2.641399345
Jun,2012,0.21,RSS3_VOLUME_PREV,2.5881005946
Jul,2012,0.24,RSS3_VOLUME_PREV,2.5960954072
Aug,2012,0.26,RSS3_VOLUME_PREV,2.6014252822
Sep,2012,0.25,RSS3_VOLUME_PREV,2.5987603447
Oct,2012,0.53,RSS3_VOLUME_PREV,2.6733785953
Nov,2012,0.91,RSS3_VOLUME_PREV,2.774646221
Dec,2012,0.67,RSS3_VOLUME_PREV,2.7106877205
Jan,2013,0.43,RSS3_VOLUME_PREV,2.6467292201
Feb,2013,0.88,RSS3_VOLUME_PREV,2.7666514084
Mar,2013,0.34,RSS3_VOLUME_PREV,2.6227447824
Apr,2013,0.5,RSS3_VOLUME_PREV,2.6653837827
May,2013,0.53,RSS3_VOLUME_PREV,2.6733785953
Jun,2013,0.54,RSS3_VOLUME_PREV,2.6760435328
Jul,2013,0.55,RSS3_VOLUME_PREV,2.6787084703
Aug,2013,0.41,RSS3_VOLUME_PREV,2.641399345
Sep,2013,1.13,RSS3_VOLUME_PREV,2.8332748464
Oct,2013,1.78,RSS3_VOLUME_PREV,3.0064957852
Nov,2013,1.65,RSS3_VOLUME_PREV,2.9718515974
Dec,2013,1.09,RSS3_VOLUME_PREV,2.8226150964
Jan,2014,1.25,RSS3_VOLUME_PREV,2.8652540967
Feb,2014,2.38,RSS3_VOLUME_PREV,3.1663920364
Mar,2014,2.5,RSS3_VOLUME_PREV,3.1983712866
Apr,2014,0.69,RSS3_VOLUME_PREV,2.7160175956
May,2014,1.2,RSS3_VOLUME_PREV,2.8519294091
Jun,2014,0.94,RSS3_VOLUME_PREV,2.7826410336
Jul,2014,0.99,RSS3_VOLUME_PREV,2.7959657212
Aug,2014,0.44,RSS3_VOLUME_PREV,2.6493941576
Sep,2014,1.78,RSS3_VOLUME_PREV,3.0064957852
Oct,2014,1.72,RSS3_VOLUME_PREV,2.9905061601
Nov,2014,1.58,RSS3_VOLUME_PREV,2.9531970348
Dec,2014,1.03,RSS3_VOLUME_PREV,2.8066254712
Jan,2015,1.16,RSS3_VOLUME_PREV,2.841269659
Feb,2015,1.26,RSS3_VOLUME_PREV,2.8679190342
Mar,2015,1.53,RSS3_VOLUME_PREV,2.9398723472
Apr,2015,2.21,RSS3_VOLUME_PREV,3.1210880985
May,2015,1.88,RSS3_VOLUME_PREV,3.0331451604
Jun,2015,0.91,RSS3_VOLUME_PREV,2.774646221
Jul,2015,0.95,RSS3_VOLUME_PREV,2.7853059711
Aug,2015,1.07,RSS3_VOLUME_PREV,2.8172852213
Sep,2015,2.13,RSS3_VOLUME_PREV,3.0997685984
Oct,2015,1.14,RSS3_VOLUME_PREV,2.8359397839
Nov,2015,0.58,RSS3_VOLUME_PREV,2.6867032829
Dec,2015,1.3,RSS3_VOLUME_PREV,2.8785787843
Jan,2016,0.82,RSS3_VOLUME_PREV,2.7506617833
Feb,2016,0.63,RSS3_VOLUME_PREV,2.7000279704
Mar,2016,0.67,RSS3_VOLUME_PREV,2.7106877205
Apr,2016,1.21,RSS3_VOLUME_PREV,2.8545943466
May,2016,1.23,RSS3_VOLUME_PREV,2.8599242216
Jun,2016,0.69,RSS3_VOLUME_PREV,2.7160175956
Jul,2016,0.59,RSS3_VOLUME_PREV,2.6893682204
Aug,2016,0.33,RSS3_VOLUME_PREV,2.6200798449
Sep,2016,0.4,RSS3_VOLUME_PREV,2.6387344075
Oct,2016,0.53,RSS3_VOLUME_PREV,2.6733785953
Nov,2016,0.51,RSS3_VOLUME_PREV,2.6680487202
Dec,2016,0.72,RSS3_VOLUME_PREV,2.7240124081
Jan,2017,1.06,RSS3_VOLUME_PREV,2.8146202838
Feb,2017,1.2,RSS3_VOLUME_PREV,2.8519294091
Mar,2017,1.33,RSS3_VOLUME_PREV,2.8865735968
Apr,2017,1.26,RSS3_VOLUME_PREV,2.8679190342
May,2017,1.32,RSS3_VOLUME_PREV,2.8839086593
Jun,2017,2.01,RSS3_VOLUME_PREV,3.0677893482
Jul,2017,2.61,RSS3_VOLUME_PREV,3.2276855993
Aug,2017,0.65,RSS3_VOLUME_PREV,2.7053578455
Sep,2017,0.3,RSS3_VOLUME_PREV,2.6120850323
Oct,2017,0.31,RSS3_VOLUME_PREV,2.6147499698
Nov,2017,0.48,RSS3_VOLUME_PREV,2.6600539077
Dec,2017,0.87,RSS3_VOLUME_PREV,2.7639864709
Jan,2018,0.39,RSS3_VOLUME_PREV,2.63606947
Feb,2018,0.33,RSS3_VOLUME_PREV,2.6200798449
Mar,2018,0.98,RSS3_VOLUME_PREV,2.7933007836
Apr,2018,0.81,RSS3_VOLUME_PREV,2.7479968458
May,2018,1.27,RSS3_VOLUME_PREV,2.8705839717
Jun,2018,1.45,RSS3_VOLUME_PREV,2.9185528471
Jul,2018,0.6,RSS3_VOLUME_PREV,2.6920331579
Aug,2018,0.33,RSS3_VOLUME_PREV,2.6200798449
Sep,2018,0.42,RSS3_VOLUME_PREV,2.6440642825
Oct,2018,0.39,RSS3_VOLUME_PREV,2.63606947
Nov,2018,0.34,RSS3_VOLUME_PREV,2.6227447824
Dec,2018,0.52,RSS3_VOLUME_PREV,2.6707136577
Jan,2007,0.0692,RSS3_CHANGE_PREV,3.6961739274
Feb,2007,0.0261,RSS3_CHANGE_PREV,3.2505950452
Mar,2007,0.0621,RSS3_CHANGE_PREV,3.6227723018
Apr,2007,-0.0035,RSS3_CHANGE_PREV,2.9445826342
May,2007,0.0311,RSS3_CHANGE_PREV,3.3022863308
Jun,2007,0.0587,RSS3_CHANGE_PREV,3.5876222275
Jul,2007,0.0676,RSS3_CHANGE_PREV,3.679632716
Aug,2007,-0.0351,RSS3_CHANGE_PREV,2.617893709
Sep,2007,-0.0538,RSS3_CHANGE_PREV,2.4245683007
Oct,2007,-0.1689,RSS3_CHANGE_PREV,1.2346349053
Nov,2007,-0.2636,RSS3_CHANGE_PREV,0.2556019553
Dec,2007,-0.2678,RSS3_CHANGE_PREV,0.2121812754
Jan,2008,0.0261,RSS3_CHANGE_PREV,3.2505950452
Feb,2008,0.0909,RSS3_CHANGE_PREV,3.920514107
Mar,2008,-0.0533,RSS3_CHANGE_PREV,2.4297374292
Apr,2008,0.0669,RSS3_CHANGE_PREV,3.672395936
May,2008,0.0535,RSS3_CHANGE_PREV,3.5338632905
Jun,2008,0.0777,RSS3_CHANGE_PREV,3.784049113
Jul,2008,-0.0523,RSS3_CHANGE_PREV,2.4400756864
Aug,2008,0.1779,RSS3_CHANGE_PREV,4.8199424771
Sep,2008,0.1016,RSS3_CHANGE_PREV,4.0311334583
Oct,2008,0.0118,RSS3_CHANGE_PREV,3.1027579682
Nov,2008,0.1402,RSS3_CHANGE_PREV,4.4301901834
Dec,2008,0.1127,RSS3_CHANGE_PREV,4.1458881124
Jan,2009,0.0626,RSS3_CHANGE_PREV,3.6279414303
Feb,2009,0.0503,RSS3_CHANGE_PREV,3.5007808677
Mar,2009,0.099,RSS3_CHANGE_PREV,4.0042539898
Apr,2009,0.0916,RSS3_CHANGE_PREV,3.927750887
May,2009,0.11,RSS3_CHANGE_PREV,4.1179748182
Jun,2009,-0.0285,RSS3_CHANGE_PREV,2.686126206
Jul,2009,-0.0982,RSS3_CHANGE_PREV,1.9655496842
Aug,2009,-0.0699,RSS3_CHANGE_PREV,2.2581223609
Sep,2009,0.031,RSS3_CHANGE_PREV,3.3012525051
Oct,2009,0.0708,RSS3_CHANGE_PREV,3.7127151388
Nov,2009,0.0937,RSS3_CHANGE_PREV,3.949461227
Dec,2009,0.0882,RSS3_CHANGE_PREV,3.8926008128
Jan,2010,0.1574,RSS3_CHANGE_PREV,4.608008206
Feb,2010,0.152,RSS3_CHANGE_PREV,4.5521816175
Mar,2010,0.0391,RSS3_CHANGE_PREV,3.3849923878
Apr,2010,-0.0376,RSS3_CHANGE_PREV,2.5920480661
May,2010,-0.0538,RSS3_CHANGE_PREV,2.4245683007
Jun,2010,-0.0394,RSS3_CHANGE_PREV,2.5734392033
Jul,2010,-0.1299,RSS3_CHANGE_PREV,1.6378269333
Aug,2010,0.0654,RSS3_CHANGE_PREV,3.6568885503
Sep,2010,-0.0398,RSS3_CHANGE_PREV,2.5693039005
Oct,2010,-0.0901,RSS3_CHANGE_PREV,2.0492895669
Nov,2010,-0.0946,RSS3_CHANGE_PREV,2.0027674099
Dec,2010,-0.1573,RSS3_CHANGE_PREV,1.354558688
Jan,2011,0.0124,RSS3_CHANGE_PREV,3.1089609225
Feb,2011,0.2305,RSS3_CHANGE_PREV,5.3637348021
Mar,2011,-0.005,RSS3_CHANGE_PREV,2.9290752485
Apr,2011,-0.02,RSS3_CHANGE_PREV,2.7740013916
May,2011,-0.0051,RSS3_CHANGE_PREV,2.9280414228
Jun,2011,-0.0921,RSS3_CHANGE_PREV,2.0286130527
Jul,2011,-0.1155,RSS3_CHANGE_PREV,1.7866978359
Aug,2011,-0.0589,RSS3_CHANGE_PREV,2.3718431893
Sep,2011,-0.0795,RSS3_CHANGE_PREV,2.1588750925
Oct,2011,0.2059,RSS3_CHANGE_PREV,5.1094136767
Nov,2011,-0.0808,RSS3_CHANGE_PREV,2.1454353582
Dec,2011,-0.0149,RSS3_CHANGE_PREV,2.8267265029
Jan,2012,0.0909,RSS3_CHANGE_PREV,3.920514107
Feb,2012,0.0068,RSS3_CHANGE_PREV,3.0510666826
Mar,2012,-0.0711,RSS3_CHANGE_PREV,2.2457164524
Apr,2012,-0.0287,RSS3_CHANGE_PREV,2.6840585546
May,2012,0.0092,RSS3_CHANGE_PREV,3.0758784997
Jun,2012,0.0027,RSS3_CHANGE_PREV,3.0086798284
Jul,2012,-0.0967,RSS3_CHANGE_PREV,1.9810570699
Aug,2012,-0.0996,RSS3_CHANGE_PREV,1.9510761242
Sep,2012,0.0694,RSS3_CHANGE_PREV,3.6982415788
Oct,2012,-0.0232,RSS3_CHANGE_PREV,2.7409189688
Nov,2012,-0.0059,RSS3_CHANGE_PREV,2.9197708171
Dec,2012,0.002,RSS3_CHANGE_PREV,3.0014430484
Jan,2013,-0.0139,RSS3_CHANGE_PREV,2.8370647601
Feb,2013,-0.1268,RSS3_CHANGE_PREV,1.6698755304
Mar,2013,0.0046,RSS3_CHANGE_PREV,3.0283225169
Apr,2013,0.0817,RSS3_CHANGE_PREV,3.8254021415
May,2013,-0.0818,RSS3_CHANGE_PREV,2.1350971011
Jun,2013,-0.0531,RSS3_CHANGE_PREV,2.4318050807
Jul,2013,0.0195,RSS3_CHANGE_PREV,3.1823625481
Aug,2013,-0.0407,RSS3_CHANGE_PREV,2.559999469
Sep,2013,-0.1072,RSS3_CHANGE_PREV,1.8725053701
Oct,2013,-0.1285,RSS3_CHANGE_PREV,1.6523004932
Nov,2013,0.0897,RSS3_CHANGE_PREV,3.9081081985
Dec,2013,-0.0765,RSS3_CHANGE_PREV,2.1898898639
Jan,2014,0.0828,RSS3_CHANGE_PREV,3.8367742243
Feb,2014,-0.0147,RSS3_CHANGE_PREV,2.8287941544
Mar,2014,0.0866,RSS3_CHANGE_PREV,3.8760596014
Apr,2014,-0.0692,RSS3_CHANGE_PREV,2.2653591409
May,2014,0.0567,RSS3_CHANGE_PREV,3.5669457133
Jun,2014,0.0575,RSS3_CHANGE_PREV,3.575216319
Jul,2014,-0.1231,RSS3_CHANGE_PREV,1.7081270817
Aug,2014,-0.0482,RSS3_CHANGE_PREV,2.4824625406
Sep,2014,-0.1829,RSS3_CHANGE_PREV,1.0898993055
Oct,2014,0.0101,RSS3_CHANGE_PREV,3.0851829311
Nov,2014,-0.0491,RSS3_CHANGE_PREV,2.4731581092
Dec,2014,-0.0185,RSS3_CHANGE_PREV,2.7895087773
Jan,2015,-0.0345,RSS3_CHANGE_PREV,2.6240966632
Feb,2015,0.0426,RSS3_CHANGE_PREV,3.4211762878
Mar,2015,0.0278,RSS3_CHANGE_PREV,3.2681700823
Apr,2015,0.1954,RSS3_CHANGE_PREV,5.0008619769
May,2015,0.2159,RSS3_CHANGE_PREV,5.212796248
Jun,2015,-0.1705,RSS3_CHANGE_PREV,1.2180936939
Jul,2015,0.1792,RSS3_CHANGE_PREV,4.8333822114
Aug,2015,0.0503,RSS3_CHANGE_PREV,3.5007808677
Sep,2015,-0.1649,RSS3_CHANGE_PREV,1.2759879338
Oct,2015,0.0191,RSS3_CHANGE_PREV,3.1782272453
Nov,2015,0.0844,RSS3_CHANGE_PREV,3.8533154357
Dec,2015,0.1527,RSS3_CHANGE_PREV,4.5594183975
Jan,2016,0.1225,RSS3_CHANGE_PREV,4.2472030323
Feb,2016,0.2695,RSS3_CHANGE_PREV,5.76692683
Mar,2016,-0.1649,RSS3_CHANGE_PREV,1.2759879338
Apr,2016,-0.0487,RSS3_CHANGE_PREV,2.477293412
May,2016,-0.0278,RSS3_CHANGE_PREV,2.693362986
Jun,2016,-0.0868,RSS3_CHANGE_PREV,2.0834058155
Jul,2016,-0.1149,RSS3_CHANGE_PREV,1.7929007902
Aug,2016,-0.0169,RSS3_CHANGE_PREV,2.8060499887
Sep,2016,0.0577,RSS3_CHANGE_PREV,3.5772839704
Oct,2016,-0.0784,RSS3_CHANGE_PREV,2.1702471753
Nov,2016,-0.1261,RSS3_CHANGE_PREV,1.6771123103
Dec,2016,0.0537,RSS3_CHANGE_PREV,3.5359309419
Jan,2017,0.0229,RSS3_CHANGE_PREV,3.2175126224
Feb,2017,0.061,RSS3_CHANGE_PREV,3.6114002189
Mar,2017,0.115,RSS3_CHANGE_PREV,4.1696661038
Apr,2017,-0.1158,RSS3_CHANGE_PREV,1.7835963588
May,2017,0.0083,RSS3_CHANGE_PREV,3.0665740683
Jun,2017,-0.0384,RSS3_CHANGE_PREV,2.5837774604
Jul,2017,-0.0915,RSS3_CHANGE_PREV,2.034816007
Aug,2017,-0.0054,RSS3_CHANGE_PREV,2.9249399456
Sep,2017,-0.0014,RSS3_CHANGE_PREV,2.9662929742
Oct,2017,-0.0401,RSS3_CHANGE_PREV,2.5662024233
Nov,2017,-0.0149,RSS3_CHANGE_PREV,2.8267265029
Dec,2017,-0.0482,RSS3_CHANGE_PREV,2.4824625406
Jan,2018,0.1224,RSS3_CHANGE_PREV,4.2461692066
Feb,2018,0.0694,RSS3_CHANGE_PREV,3.6982415788
Mar,2018,0.0894,RSS3_CHANGE_PREV,3.9050067213
Apr,2018,-0.037,RSS3_CHANGE_PREV,2.5982510204
May,2018,0.0504,RSS3_CHANGE_PREV,3.5018146934
Jun,2018,0.0886,RSS3_CHANGE_PREV,3.8967361156
Jul,2018,0.0646,RSS3_CHANGE_PREV,3.6486179446
Aug,2018,-0.211,RSS3_CHANGE_PREV,0.7993942802
Sep,2018,-0.0688,RSS3_CHANGE_PREV,2.2694944438
Oct,2018,-0.0054,RSS3_CHANGE_PREV,2.9249399456
Nov,2018,0.0175,RSS3_CHANGE_PREV,3.1616860339
Dec,2018,0.0643,RSS3_CHANGE_PREV,3.6455164674
Jan,2007,184.25,TSR20_PRICE_PREV,2.5533381365
Feb,2007,204,TSR20_PRICE_PREV,2.7478571381
Mar,2007,205,TSR20_PRICE_PREV,2.7577062015
Apr,2007,208.5,TSR20_PRICE_PREV,2.7921779233
May,2007,216.5,TSR20_PRICE_PREV,2.8709704302
Jun,2007,224.25,TSR20_PRICE_PREV,2.9473006713
Jul,2007,203,TSR20_PRICE_PREV,2.7380080747
Aug,2007,214.75,TSR20_PRICE_PREV,2.8537345693
Sep,2007,209,TSR20_PRICE_PREV,2.7971024549
Oct,2007,216.5,TSR20_PRICE_PREV,2.8709704302
Nov,2007,233.5,TSR20_PRICE_PREV,3.0384045075
Dec,2007,235.75,TSR20_PRICE_PREV,3.0605649001
Jan,2008,250.25,TSR20_PRICE_PREV,3.203376319
Feb,2008,260,TSR20_PRICE_PREV,3.2994046868
Mar,2008,271.5,TSR20_PRICE_PREV,3.4126689156
Apr,2008,270,TSR20_PRICE_PREV,3.3978953205
May,2008,277,TSR20_PRICE_PREV,3.4668387641
Jun,2008,298,TSR20_PRICE_PREV,3.6736690949
Jul,2008,327.75,TSR20_PRICE_PREV,3.9666787302
Aug,2008,317,TSR20_PRICE_PREV,3.860801299
Sep,2008,297,TSR20_PRICE_PREV,3.6638200315
