Date;Price;Open;High;Low;Vol.;Change %
Q1;2425;2476;2628;2249;842803;0.00%
Q2;2291;2175;2392;2100;882860;0.00%
Q3;2236;2280;2408;2126;773117;0.00%
Q4;2296;2378;2467;2105;877980;-0
